"seq","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"12029",40,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",30,"<=50K"
"12030",42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",70,">50K"
"12031",24,"Private","Bachelors",13,"Never-married","White","Male",15,"<=50K"
"12032",56,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"12033",27,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"12034",43,"Private","Some-college",10,"Divorced","White","Male",55,"<=50K"
"12035",56,"Private","HS-grad",9,"Separated","Black","Female",40,"<=50K"
"12036",20,"Private","Some-college",10,"Never-married","White","Male",60,"<=50K"
"12037",52,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,"<=50K"
"12038",50,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,">50K"
"12039",29,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"12040",23,"Private","Some-college",10,"Never-married","White","Male",50,"<=50K"
"12041",32,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"12042",23,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"12043",28,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"12044",32,"Private","HS-grad",9,"Never-married","White","Male",48,"<=50K"
"12045",19,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"12046",34,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"12047",23,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",38,"<=50K"
"12048",49,"Private","10th",6,"Divorced","White","Female",32,"<=50K"
"12049",17,"Private","12th",8,"Never-married","White","Male",10,"<=50K"
"12050",39,"Private","Bachelors",13,"Divorced","White","Male",40,">50K"
"12051",32,"Private","Assoc-voc",11,"Divorced","White","Female",40,"<=50K"
"12052",30,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"12053",25,"Private","Bachelors",13,"Never-married","White","Male",30,"<=50K"
"12054",62,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"12055",61,"Private","Bachelors",13,"Married-civ-spouse","Black","Male",20,"<=50K"
"12056",33,"Private","HS-grad",9,"Separated","Amer-Indian-Eskimo","Female",72,"<=50K"
"12057",50,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",46,">50K"
"12058",43,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"12059",27,"Private","HS-grad",9,"Married-civ-spouse","White","Male",39,"<=50K"
"12060",67,"Private","11th",7,"Married-civ-spouse","Black","Male",9,">50K"
"12061",27,"State-gov","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",20,"<=50K"
"12062",33,"Federal-gov","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"12063",35,"Private","HS-grad",9,"Divorced","White","Female",30,"<=50K"
"12064",20,"Private","Some-college",10,"Never-married","White","Female",2,"<=50K"
"12065",26,"Private","Bachelors",13,"Never-married","White","Female",15,"<=50K"
"12066",45,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"12067",23,"Private","5th-6th",3,"Married-civ-spouse","White","Female",40,"<=50K"
"12068",48,"Private","Masters",14,"Never-married","White","Male",50,"<=50K"
"12069",28,"Local-gov","Masters",14,"Married-civ-spouse","White","Female",40,">50K"
"12070",40,"Private","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"12071",62,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"12072",52,"Self-emp-not-inc","Some-college",10,"Never-married","White","Male",30,"<=50K"
"12073",50,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"12074",43,"Private","HS-grad",9,"Married-civ-spouse","White","Female",20,"<=50K"
"12075",44,"Private","Masters",14,"Divorced","White","Male",40,"<=50K"
"12076",25,"Private","Bachelors",13,"Never-married","White","Female",30,">50K"
"12077",23,"State-gov","Some-college",10,"Never-married","Black","Male",30,"<=50K"
"12078",39,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"12079",26,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"12080",40,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"12081",23,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"12082",22,"Local-gov","Bachelors",13,"Never-married","White","Female",35,"<=50K"
"12083",35,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",50,">50K"
"12084",52,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"12085",37,"Private","Assoc-acdm",12,"Married-civ-spouse","Asian-Pac-Islander","Female",38,">50K"
"12086",25,"Private","Some-college",10,"Never-married","White","Female",45,"<=50K"
"12087",27,"Private","Bachelors",13,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"12088",51,"State-gov","Some-college",10,"Never-married","White","Male",40,"<=50K"
"12089",18,"State-gov","Some-college",10,"Never-married","White","Female",16,"<=50K"
"12090",26,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"12091",42,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"12092",64,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"12093",34,"State-gov","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"12094",70,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"12095",27,"Private","Assoc-voc",11,"Never-married","White","Female",35,"<=50K"
"12096",52,"State-gov","Some-college",10,"Married-civ-spouse","White","Male",45,"<=50K"
"12097",25,"Private","HS-grad",9,"Never-married","White","Male",45,"<=50K"
"12098",33,"Private","HS-grad",9,"Separated","White","Female",40,"<=50K"
"12099",18,"Private","11th",7,"Never-married","White","Male",15,"<=50K"
"12100",51,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"12101",35,"Private","HS-grad",9,"Divorced","White","Female",20,"<=50K"
"12102",61,"Private","Bachelors",13,"Divorced","Asian-Pac-Islander","Female",30,"<=50K"
"12103",41,"Federal-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"12104",40,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",72,">50K"
"12105",24,"State-gov","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"12106",29,"Private","Some-college",10,"Divorced","White","Female",35,"<=50K"
"12107",18,"Private","11th",7,"Never-married","White","Female",15,"<=50K"
"12108",60,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"12109",28,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"12110",26,"Local-gov","11th",7,"Married-civ-spouse","White","Male",50,"<=50K"
"12111",41,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"12112",52,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"12113",45,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"12114",26,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Male",30,"<=50K"
"12115",48,"Private","Some-college",10,"Divorced","White","Male",40,">50K"
"12116",47,"Private","HS-grad",9,"Widowed","Other","Female",35,"<=50K"
"12117",22,"Private","9th",5,"Divorced","White","Female",40,"<=50K"
"12118",35,"Private","Some-college",10,"Divorced","Asian-Pac-Islander","Female",40,"<=50K"
"12119",38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",75,">50K"
"12120",34,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"12121",39,"Private","Assoc-acdm",12,"Divorced","White","Female",40,">50K"
"12122",38,"Private","Some-college",10,"Married-civ-spouse","Other","Male",40,"<=50K"
"12123",25,"Private","Bachelors",13,"Never-married","White","Female",10,"<=50K"
"12124",23,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"12125",48,"Private","Bachelors",13,"Divorced","White","Female",45,"<=50K"
"12126",62,"Private","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"12127",27,"Private","HS-grad",9,"Never-married","White","Male",20,"<=50K"
"12128",24,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"12129",59,"Private","Bachelors",13,"Separated","White","Male",45,"<=50K"
"12130",55,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"12131",48,"Private","10th",6,"Married-civ-spouse","Black","Male",40,"<=50K"
"12132",61,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"12133",43,"Self-emp-not-inc","Some-college",10,"Never-married","White","Female",14,"<=50K"
"12134",46,"Local-gov","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"12135",34,"Private","HS-grad",9,"Separated","Black","Female",35,"<=50K"
"12136",32,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",50,"<=50K"
"12137",26,"Private","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"12138",39,"Private","10th",6,"Never-married","White","Male",40,"<=50K"
"12139",50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"12140",51,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"12141",43,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"12142",30,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"12143",44,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"12144",40,"Private","HS-grad",9,"Married-civ-spouse","White","Female",30,"<=50K"
"12145",41,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"12146",48,"Private","HS-grad",9,"Divorced","White","Female",20,"<=50K"
"12147",57,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"12148",21,"Private","Assoc-voc",11,"Never-married","White","Female",40,"<=50K"
"12149",27,"Private","Some-college",10,"Never-married","Black","Female",30,"<=50K"
"12150",27,"Private","Some-college",10,"Never-married","White","Female",10,"<=50K"
"12151",31,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"12152",23,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"12153",45,"Private","Some-college",10,"Never-married","Other","Male",60,">50K"
"12154",61,"Local-gov","HS-grad",9,"Married-civ-spouse","Black","Male",24,"<=50K"
"12155",32,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"12156",42,"Private","HS-grad",9,"Divorced","White","Male",43,">50K"
"12157",41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"12158",60,"Private","HS-grad",9,"Divorced","White","Female",99,"<=50K"
"12159",28,"Private","Some-college",10,"Never-married","White","Female",42,"<=50K"
"12160",49,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Female",38,"<=50K"
"12161",23,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"12162",30,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"12163",28,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",50,"<=50K"
"12164",27,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"12165",26,"Private","Masters",14,"Never-married","White","Male",60,"<=50K"
"12166",40,"State-gov","Masters",14,"Never-married","White","Male",80,"<=50K"
"12167",30,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",37,">50K"
"12168",42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"12169",72,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",70,"<=50K"
"12170",30,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"12171",51,"Private","Assoc-voc",11,"Divorced","White","Male",40,"<=50K"
"12172",24,"Private","Masters",14,"Never-married","White","Female",60,">50K"
"12173",43,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"12174",53,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"12175",45,"Private","Some-college",10,"Divorced","White","Female",64,"<=50K"
"12176",21,"Private","Some-college",10,"Never-married","Other","Male",40,"<=50K"
"12177",36,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"12178",34,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"12179",25,"Private","11th",7,"Never-married","White","Female",40,"<=50K"
"12180",57,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"12181",46,"Federal-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"12182",30,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"12183",31,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"12184",42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"12185",48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"12186",42,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"12187",57,"Private","HS-grad",9,"Married-spouse-absent","White","Male",40,"<=50K"
"12188",45,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"12189",27,"Private","Bachelors",13,"Never-married","White","Female",55,"<=50K"
"12190",41,"Private","11th",7,"Divorced","White","Female",20,"<=50K"
"12191",44,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"12192",39,"State-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"12193",18,"Private","Some-college",10,"Never-married","White","Female",25,"<=50K"
"12194",31,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,"<=50K"
"12195",24,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"12196",19,"Private","Some-college",10,"Never-married","White","Male",30,"<=50K"
"12197",54,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"12198",47,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"12199",17,"Private","12th",8,"Never-married","White","Male",12,"<=50K"
"12200",39,"State-gov","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Male",48,"<=50K"
"12201",24,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"12202",20,"Private","Some-college",10,"Never-married","Amer-Indian-Eskimo","Female",40,"<=50K"
"12203",25,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"12204",39,"Local-gov","Bachelors",13,"Never-married","White","Female",44,">50K"
"12205",20,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"12206",44,"Private","Masters",14,"Married-civ-spouse","Black","Male",40,"<=50K"
"12207",23,"Private","Assoc-acdm",12,"Never-married","White","Male",20,"<=50K"
"12208",24,"Private","12th",8,"Never-married","White","Male",40,"<=50K"
"12209",53,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"12210",24,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Female",20,">50K"
"12211",45,"Federal-gov","Some-college",10,"Divorced","White","Female",40,"<=50K"
"12212",55,"Private","Some-college",10,"Married-civ-spouse","White","Male",74,">50K"
"12213",21,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"12214",64,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"12215",36,"Private","Bachelors",13,"Married-civ-spouse","White","Female",20,"<=50K"
"12216",55,"Local-gov","Some-college",10,"Divorced","Black","Female",55,">50K"
"12217",21,"Private","Some-college",10,"Never-married","White","Female",24,"<=50K"
"12218",17,"Local-gov","11th",7,"Never-married","White","Female",7,"<=50K"
"12219",27,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"12220",25,"Private","Assoc-voc",11,"Never-married","Black","Female",40,"<=50K"
"12221",38,"Private","Some-college",10,"Married-civ-spouse","White","Female",35,">50K"
"12222",52,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"12223",22,"Private","HS-grad",9,"Never-married","White","Male",30,"<=50K"
"12224",37,"Private","Masters",14,"Married-civ-spouse","White","Male",60,">50K"
"12225",37,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"12226",65,"Self-emp-not-inc","Masters",14,"Married-civ-spouse","White","Male",39,">50K"
"12227",28,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"12228",32,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"12229",53,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",35,"<=50K"
"12230",32,"Private","10th",6,"Never-married","Black","Female",50,"<=50K"
"12231",45,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"12232",49,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"12233",34,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Female",50,"<=50K"
"12234",39,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"12235",43,"Private","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"12236",35,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"12237",41,"Self-emp-inc","Doctorate",16,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"12238",62,"Self-emp-not-inc","Masters",14,"Married-spouse-absent","White","Female",20,"<=50K"
"12239",45,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"12240",35,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"12241",34,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"12242",40,"Private","Prof-school",15,"Married-civ-spouse","White","Male",60,">50K"
"12243",17,"Private","10th",6,"Never-married","White","Male",15,"<=50K"
"12244",18,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"12245",27,"Private","HS-grad",9,"Divorced","Black","Female",40,"<=50K"
"12246",20,"Private","11th",7,"Never-married","White","Male",40,"<=50K"
"12247",55,"Private","Some-college",10,"Married-civ-spouse","White","Male",58,"<=50K"
"12248",57,"Private","7th-8th",4,"Widowed","White","Female",40,"<=50K"
"12249",38,"Private","Doctorate",16,"Married-civ-spouse","White","Male",40,"<=50K"
